FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Mario,Lemina,MID,SOU,4800000,10,42,1.61538461538462,3.3653846153846197e-07,8.75e-06,0,27726,1,22,0,0,0,1,0,8.8,424,-2,0,42,2,0.7,0,3.3,3,0,3,0,0,0.2,24277,0,0,0,0,1209,2485,0,0,251,Liverpool,Burnley,Stoke,Newcastle,Swansea,0.8,0.9,1.0,1.0,1.0,0.9,0.8,0.8,0.8,1.1,1.1,0.8,50.4
Aaron,Lennon,MID,BUR,5400000,2,34,1.3076923076923102,2.42165242165242e-07,6.2962962962963e-06,0,10124,0,16,0,0,0,0,0,6.3,565,-1,0,34,1,0.2,0,1.0,0,0,3,0,2,0.1,9934,0,0,0,0,908,2071,0,0,103,Swansea,Southampton,Everton,West Ham,Chelsea,0.7,0.7,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,33.0
,Lewis Cook,MID,BOU,4300000,2,34,1.9,4.4186046511627905e-07,7.906976744186051e-06,0,58903,3,20,0,0,0,0,0,7.9,2554,-2,0,34,2,0.5,0,2.3,0,0,2,0,1,1.1,60999,0,0,0,0,1273,6872,0,0,204,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,1.2,1.4,1.0,1.1,1.6,1.1,1.4,1.0,1.1,1.1,1.4,1.1,57.1
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,5448,0,0,0,0,0,0,0,0.0,290,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,13965,0,0,0,0,0,524,0,0,0,Swansea,Southampton,Everton,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,0,27,2.7,5.510204081632651e-07,5.51020408163265e-06,0,297615,1,9,0,0,0,0,0,5.5,2368,-6,0,27,6,0.0,0,0.0,1,0,3,0,0,1.0,67338,0,0,0,0,743,120,0,0,166,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,1.8,2.9,3.1,3.1,2.3,2.6,1.7,3.0,1.7,3.5,2.2,3.2,19.5
Jesse,Lingard,MID,MUN,6200000,3,96,3.69230769230769,5.95533498759305e-07,1.5483870967741902e-05,0,777725,2,11,0,0,0,7,0,15.5,165428,2,1,96,-2,0.4,0,2.5,10,0,6,0,4,14.6,1534513,0,0,0,2,1201,29392,-1,0,307,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,3.3,3.7,2.7,3.4,2.9,4.3,1.9,4.7,3.2,4.5,2.5,3.7,128.0
Jake,Livermore,MID,WBA,4800000,0,49,2.1,4.375e-07,1.0208333333333301e-05,0,15652,2,27,0,0,0,0,0,10.2,340,-2,0,49,2,0.1,0,0.5,0,0,5,0,1,0.1,9119,0,0,0,0,1754,13,0,0,226,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.0,2.2,1.1,1.8,1.3,1.6,1.8,1.0,1.3,1.3,1.5,1.0,53.6
Fernando,Llorente,FWD,TOT,7300000,1,20,1.4,1.91780821917808e-07,2.73972602739726e-06,0,25206,1,1,0,0,0,1,0,2.7,378,-2,0,20,2,0.0,0,0.3,2,0,1,0,0,0.2,21260,0,0,0,0,214,281,0,0,62,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,1.0,0.7,1.2,0.8,1.0,0.7,0.8,0.9,0.7,1.0,0.7,1.1,20.1
Hugo,Lloris,GLK,TOT,5400000,1,91,3.8,7.037037037037041e-07,1.68518518518519e-05,0,537796,0,23,0,50,0,0,0,16.9,6684,-1,0,91,1,0.6,0,3.5,2,0,10,0,0,8.0,267996,0,0,0,0,2160,4721,0,0,450,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,5.4,4.5,5.1,3.2,4.1,3.8,3.8,4.0,4.0,4.9,3.3,4.3,43.5
Jurgen,Locadia,FWD,BHA,6000000,0,0,0.0,0.0,0.0,0,393,0,0,0,0,0,0,0,0.0,113,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1299,0,0,0,0,0,590,0,0,0,Stoke,Swansea,Arsenal,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruben,Loftus-Cheek,MID,CRY,4500000,0,53,2.03846153846154,4.5299145299145297e-07,1.1777777777777802e-05,0,857161,0,24,0,0,0,1,0,11.8,24767,0,0,53,0,0.0,0,0.0,2,0,3,0,4,3.2,500206,0,0,0,0,1329,138,0,0,236,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.0,0.0,0.0,0.0,0.0,1.2,1.3,1.7,1.1,1.6,1.1,1.9,91.7
Jason,Lokilo,MID,CRY,4300000,0,0,0.0,0.0,0.0,0,15755,0,0,0,0,0,0,0,0.0,144,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,13763,0,0,0,0,0,132,0,0,0,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4300000,0,11,1.8,4.1860465116279104e-07,2.55813953488372e-06,0,7074,1,5,0,0,0,1,0,2.6,471,-2,0,11,2,0.4,0,1.8,0,0,0,0,0,0.1,6802,0,0,0,0,217,34,0,0,28,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8
Kevin,Long,DEF,BUR,4100000,1,30,1.15384615384615,2.81425891181989e-07,7.317073170731709e-06,0,278940,1,7,0,0,0,0,0,7.3,10655,1,0,30,-1,0.2,0,0.8,4,0,3,0,1,6.3,454683,0,0,0,0,630,17680,0,0,139,Swansea,Southampton,Everton,West Ham,Chelsea,0.6,0.7,0.6,0.7,0.7,0.6,0.7,0.6,0.6,0.9,0.6,0.6,30.7
Shane,Long,FWD,SOU,5600000,1,37,1.9,3.39285714285714e-07,6.6071428571428595e-06,0,54844,4,20,0,0,0,1,0,6.6,2533,-4,0,37,4,0.2,0,1.3,0,0,3,0,2,0.4,40175,0,0,0,0,1112,710,0,0,112,Liverpool,Burnley,Stoke,Newcastle,Swansea,1.3,1.2,1.9,1.5,1.3,1.3,1.0,1.0,1.3,1.6,1.3,1.3,67.0
Ademola,Lookman,MID,EVE,5100000,0,10,1.4,2.7450980392156895e-07,1.96078431372549e-06,0,9192,0,6,0,0,0,0,0,2.0,114,-4,0,10,4,0.0,0,0.0,0,0,0,0,1,0.1,2246,0,0,0,0,153,1,0,0,30,Crystal Palace,Watford,Burnley,Brighton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Jonas,Lossl,GLK,HUD,4600000,10,98,3.8,8.260869565217391e-07,2.1304347826087e-05,0,379155,0,46,0,72,0,0,0,21.3,6508,1,0,98,-1,0.8,0,3.5,10,0,7,0,1,7.2,551373,0,0,2,2,2340,9777,0,0,516,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,4.2,3.0,3.1,4.4,5.7,3.1,3.7,5.1,3.5,4.3,2.9,5.6,63.4
Dejan,Lovren,DEF,LIV,5300000,1,69,3.5,6.603773584905661e-07,1.3018867924528301e-05,0,125633,4,20,0,0,0,1,0,13.0,1765,-2,0,69,2,0.4,0,2.3,5,0,7,0,1,1.2,83587,0,0,0,1,1565,5450,0,0,370,Southampton,West Ham,Newcastle,Man Utd,Watford,3.7,4.7,3.6,2.8,4.4,4.2,2.4,3.5,3.0,4.4,3.4,4.7,61.7
Chris,Lowe,DEF,HUD,4400000,0,50,2.6,5.90909090909091e-07,1.13636363636364e-05,0,265905,0,23,0,0,0,0,0,11.4,6582,-1,0,50,1,0.1,0,0.3,0,0,6,0,0,1.3,276001,0,0,0,0,1312,60,0,0,262,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,2.4,1.6,1.6,2.5,3.9,1.7,2.0,3.0,1.9,2.5,1.6,3.4,32.7
Matthew,Lowton,DEF,BUR,4300000,4,57,4.1,9.534883720930229e-07,1.32558139534884e-05,0,271370,0,10,0,0,0,0,0,13.3,4651,-2,0,57,2,0.2,0,1.0,2,0,6,0,2,2.2,326299,0,0,0,0,1215,29824,0,0,254,Swansea,Southampton,Everton,West Ham,Chelsea,4.1,5.0,4.4,4.8,4.9,4.0,5.1,4.6,4.5,5.7,4.2,4.3,44.5
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,1115,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,240,0,0,0,0,0,6,0,0,0,Southampton,West Ham,Newcastle,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Lucas Moura,MID,TOT,8000000,0,0,0.0,0.0,0.0,0,3429,0,0,0,0,0,0,0,0.0,2028,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6637,0,0,0,0,0,918,0,0,0,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11300000,6,117,4.7,4.1592920353982295e-07,1.0353982300885e-05,0,3333626,3,18,0,0,0,12,0,10.4,27584,-2,0,117,2,0.4,1,4.5,10,0,13,0,5,20.8,1868581,0,0,0,2,2159,16244,0,0,419,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,5.1,4.9,4.8,5.7,4.5,6.0,4.4,6.7,5.0,6.3,4.6,6.2,198.0
Dodi,Lukebakio,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,31,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,92,0,0,0,0,0,39,0,0,0,West Ham,Everton,West Brom,Arsenal,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Levi,Lumeka,MID,CRY,4400000,0,1,0.0384615384615385,8.74125874125874e-09,2.2727272727272702e-07,0,620,0,0,0,0,0,0,0,0.2,23,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,685,0,0,0,0,25,30,0,0,3,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,392,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,401,0,0,0,0,0,23,0,0,0,Tottenham,Man City,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,42460,0,0,0,0,0,0,0,0.0,776,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.0,27480,0,0,0,0,0,288,0,0,0,Stoke,Swansea,Arsenal,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5500000,2,97,3.7,6.727272727272729e-07,1.7636363636363603e-05,0,632044,4,35,0,0,0,2,0,17.6,41926,5,0,97,-5,0.8,0,4.3,10,0,7,0,4,12.6,1142773,0,0,0,1,2340,19613,0,0,531,Man City,Stoke,Bournemouth,West Brom,Arsenal,3.1,4.8,3.8,3.2,5.2,3.8,3.9,3.9,4.5,4.4,5.1,3.2,108.7
Connor,Mahoney,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,123,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,148,0,0,0,0,0,0,0,0,0,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riyad,Mahrez,MID,LEI,8600000,0,137,5.7,6.62790697674419e-07,1.59302325581395e-05,0,1233875,1,29,0,0,0,8,0,15.9,174425,1,1,137,-1,0.3,0,2.8,14,0,7,0,10,6.5,1333611,0,0,0,2,1939,5733,-1,0,464,Man City,Stoke,Bournemouth,West Brom,Arsenal,4.3,7.5,7.6,6.2,7.9,5.4,7.5,6.0,7.0,5.6,7.9,4.9,178.4
Ainsley,Maitland-Niles,MID,ARS,4500000,0,16,0.615384615384615,1.3675213675213698e-07,3.55555555555556e-06,0,8430,0,10,0,0,0,0,0,3.6,1554,0,0,16,0,0.2,0,0.8,0,0,2,0,0,0.1,13555,0,0,0,0,563,291,0,0,92,Tottenham,Man City,Brighton,Watford,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.5
Moses,Makasi,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,367,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,516,0,0,0,0,0,1,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,0,29,1.11538461538462,2.59391771019678e-07,6.74418604651163e-06,0,19177,3,20,0,0,0,0,0,6.7,436,-2,0,29,2,0.1,0,0.3,4,0,2,0,1,0.2,19413,0,0,0,1,875,161,0,0,169,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.6,0.6,0.6,0.6,1.3,0.6,0.6,0.8,0.6,0.6,0.6,1.0,32.7
Sadio,Mane,MID,LIV,9300000,3,88,3.38461538461538,3.6393713813068703e-07,9.46236559139785e-06,0,1648559,2,19,0,0,0,6,0,9.5,18788,-2,0,88,2,0.5,0,4.5,6,0,8,0,5,7.4,841464,0,0,0,2,1320,11744,0,1,302,Southampton,West Ham,Newcastle,Man Utd,Watford,2.8,3.8,3.6,1.8,3.1,2.5,3.2,3.6,2.8,3.6,2.5,3.6,136.3
Eliaquim,Mangala,DEF,EVE,5000000,0,21,0.8076923076923079,1.61538461538462e-07,4.2000000000000004e-06,0,23893,0,7,0,0,0,0,0,4.2,970,0,0,21,0,0.0,0,0.0,0,0,2,0,0,0.3,30699,0,0,0,0,573,2916,0,0,114,Crystal Palace,Watford,Burnley,Brighton,Stoke,0.8,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,15.8
Javier,Manquillo,DEF,NEW,4400000,0,44,2.3,5.22727272727273e-07,1e-05,0,106325,2,28,0,0,0,0,0,10.0,2856,-1,0,44,1,0.1,0,0.3,1,0,4,0,0,0.8,82540,0,0,0,0,1685,123,0,0,227,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,2.1,1.5,1.9,2.1,1.6,2.4,1.5,2.6,1.3,2.1,2.2,2.1,41.0
Solomon,March,MID,BHA,4900000,1,54,2.07692307692308,4.23861852433281e-07,1.1020408163265301e-05,0,44867,3,20,0,0,0,1,0,11.0,475,-1,0,54,1,0.4,0,2.0,0,0,6,0,2,0.2,44643,0,0,0,0,1499,65,0,0,208,Stoke,Swansea,Arsenal,Everton,Man City,1.1,1.8,1.9,1.4,1.0,1.8,2.2,1.0,1.5,1.1,1.4,1.0,77.4
Adrian,Mariappa,DEF,WAT,4100000,2,30,1.9,4.6341463414634106e-07,7.317073170731709e-06,0,341255,2,25,0,0,0,0,0,7.3,7540,1,0,30,-1,0.5,0,2.0,0,0,3,0,0,4.5,395717,0,0,0,0,1209,18911,0,0,191,West Ham,Everton,West Brom,Arsenal,Liverpool,1.5,1.3,1.6,1.3,1.4,1.2,1.6,1.3,2.5,1.2,1.3,1.1,30.3
Dean,Marney,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,1291,0,0,0,0,0,0,0,0.0,58,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,861,0,0,0,0,0,21,0,0,0,Swansea,Southampton,Everton,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8100000,1,111,4.26923076923077,5.270655270655271e-07,1.3703703703703699e-05,0,420381,1,9,0,0,0,9,0,13.7,64357,1,0,111,-1,0.8,0,6.3,7,0,8,0,5,4.4,551996,0,0,0,1,1181,21143,0,0,355,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,4.1,4.6,3.4,4.2,3.7,5.2,2.4,5.7,4.0,5.5,3.2,4.6,144.7
Cuco,Martina,DEF,EVE,4400000,3,47,2.6,5.90909090909091e-07,1.06818181818182e-05,0,108111,2,26,0,0,0,0,0,10.7,4819,-1,0,47,1,0.4,0,1.8,0,0,5,0,1,2.1,188337,0,0,0,0,1560,13493,0,0,308,Crystal Palace,Watford,Burnley,Brighton,Stoke,3.9,2.4,2.2,3.2,2.0,2.3,2.9,1.8,2.4,1.8,2.8,2.2,62.9
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,27704,0,0,0,0,0,0,0,0.0,312,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,1387,0,0,0,0,0,30,0,0,0,Tottenham,Man City,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Martinez,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,4450,0,0,0,0,0,0,0,0.0,623,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,5021,0,0,0,0,0,11,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,0,6,0.23076923076923103,4.709576138147571e-08,1.22448979591837e-06,0,2555,1,18,0,0,0,0,0,1.2,68,-1,0,6,1,0.1,0,0.3,0,0,0,0,0,0.0,2098,0,0,0,0,578,80,0,0,90,Brighton,Leicester,Southampton,Man City,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,16.7
Brandon,Mason,DEF,WAT,3900000,0,0,0.0,0.0,0.0,0,90601,0,0,0,0,0,0,0,0.0,2500,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,88709,0,0,0,0,0,180,0,0,0,West Ham,Everton,West Brom,Arsenal,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4300000,0,39,1.5,3.48837209302326e-07,9.06976744186047e-06,0,145002,5,24,0,0,0,0,0,8.9,13624,-2,1,39,2,0.2,0,0.8,1,0,3,0,2,0.9,172886,0,0,0,0,1323,81,-1,0,247,Watford,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,1.2,1.2,0.8,1.3,0.8,0.9,0.8,1.0,58.3
Juan,Mata,MID,MUN,6800000,5,83,4.0,5.882352941176471e-07,1.2205882352941199e-05,0,250750,1,7,0,0,0,3,0,12.2,4583,-2,0,83,2,0.4,0,3.0,6,0,13,0,4,2.3,202111,0,0,0,1,1424,5755,0,0,336,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,3.7,4.1,3.0,3.8,3.3,4.8,2.2,5.2,3.6,5.1,2.9,4.2,131.5
Nemanja,Matic,MID,MUN,4800000,3,65,2.5,5.20833333333333e-07,1.35416666666667e-05,0,1041502,4,16,0,0,0,0,0,13.5,11597,-2,0,65,2,0.5,0,2.5,0,0,15,0,1,8.1,563990,0,0,0,0,2303,5169,0,0,394,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,1.7,2.0,1.4,1.8,1.5,2.4,1.2,2.7,1.7,2.6,1.3,2.0,84.7
Joel,Matip,DEF,LIV,5400000,0,65,3.3,6.11111111111111e-07,1.2037037037037e-05,0,215593,2,25,0,0,0,1,0,12.0,2216,-1,0,65,1,0.4,0,2.0,3,0,7,0,0,1.8,135647,0,0,0,1,1633,1604,0,0,390,Southampton,West Ham,Newcastle,Man Utd,Watford,3.4,4.3,3.3,2.5,4.0,4.0,2.2,3.2,2.7,4.1,3.1,4.4,70.3
Konstantinos,Mavropanos,DEF,ARS,4400000,0,0,0.0,0.0,0.0,0,386,0,0,0,0,0,0,0,0.0,95,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,609,0,0,0,0,0,84,0,0,0,Tottenham,Man City,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie,Mawson,DEF,SWA,5100000,2,87,3.3,6.47058823529412e-07,1.70588235294118e-05,0,100178,1,37,0,0,0,2,0,17.1,8004,1,-1,87,-1,1.1,0,5.8,6,0,7,0,1,3.2,210198,0,0,0,1,2340,77694,1,0,482,Burnley,Brighton,West Ham,Huddersfield,Southampton,3.8,3.4,4.3,3.0,3.7,2.6,2.8,3.2,2.7,3.6,2.7,4.0,86.1
Chancel,Mbemba,DEF,NEW,3900000,0,20,0.7692307692307689,1.9723865877712e-07,5.12820512820513e-06,0,773600,0,11,0,0,0,0,0,5.1,24012,-1,0,20,1,0.0,0,0.0,3,0,1,0,0,13.3,1294232,0,0,0,1,670,35845,0,0,133,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,23.2
James,McArthur,MID,CRY,4300000,2,56,2.15384615384615,5.00894454382826e-07,1.30232558139535e-05,0,303055,3,19,0,0,0,3,0,13.0,13863,-2,0,56,2,0.5,0,2.3,6,0,3,0,0,3.8,283132,0,0,0,1,1386,15448,0,0,231,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,1.5,1.5,1.4,1.1,1.3,1.3,1.4,1.8,1.2,1.8,1.2,2.1,81.0
Gareth,McAuley,DEF,WBA,4600000,1,8,0.307692307692308,6.68896321070234e-08,1.73913043478261e-06,0,84817,0,15,0,0,0,0,0,1.7,419,-4,0,8,4,0.2,0,1.0,0,0,0,0,0,0.4,6504,0,0,0,0,454,223,0,0,73,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.3
Oliver,McBurnie,FWD,SWA,4600000,0,16,1.5,3.26086956521739e-07,3.47826086956522e-06,0,227471,0,5,0,0,0,0,0,3.5,19484,1,0,16,-1,0.1,0,0.5,0,0,0,0,1,2.9,254950,0,0,0,0,267,427,0,0,45,Burnley,Brighton,West Ham,Huddersfield,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4
Alex,McCarthy,GLK,SOU,4400000,1,14,0.538461538461538,1.22377622377622e-07,3.18181818181818e-06,0,6068,1,8,0,10,0,0,0,3.2,752,-1,0,14,1,0.3,0,1.3,1,0,1,0,0,0.2,11222,0,0,0,0,540,590,0,0,78,Liverpool,Burnley,Stoke,Newcastle,Swansea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.1
James,McCarthy,MID,EVE,4900000,0,6,0.23076923076923103,4.709576138147571e-08,1.22448979591837e-06,0,2204,0,6,0,0,0,0,0,1.2,34,-1,0,6,1,0.2,0,1.0,0,0,0,0,0,0.0,659,0,0,0,0,204,10,0,0,41,Crystal Palace,Watford,Burnley,Brighton,Stoke,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.8
James,McClean,MID,WBA,4700000,1,31,1.1923076923076898,2.53682487725041e-07,6.595744680851059e-06,0,9624,4,14,0,0,0,1,0,6.6,146,-3,1,31,3,0.2,0,0.8,1,0,3,0,0,0.1,6161,1,0,0,0,811,53,-1,0,101,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.6,0.9,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,52.9
Sam,McQueen,DEF,SOU,4200000,0,12,0.46153846153846206,1.0989010989011e-07,2.8571428571428602e-06,0,5970,0,1,0,0,0,0,0,2.9,170,-3,1,12,3,0.0,0,0.0,2,0,1,0,0,0.1,3788,0,0,0,0,126,25,-1,0,40,Liverpool,Burnley,Stoke,Newcastle,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.6
Scott,McTominay,MID,MUN,4200000,3,8,0.307692307692308,7.326007326007331e-08,1.9047619047619e-06,0,39259,0,0,0,0,0,0,0,1.9,2489,-3,0,8,3,0.2,0,1.0,0,0,2,0,0,0.6,60573,0,0,0,0,191,7359,0,0,34,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.4
Ben,Mee,DEF,BUR,4900000,1,76,3.2,6.53061224489796e-07,1.55102040816327e-05,0,827217,5,23,0,0,0,0,0,15.5,24044,4,0,76,-4,0.3,0,1.5,6,0,8,0,0,14.6,1118865,0,0,0,1,2160,59621,0,0,405,Swansea,Southampton,Everton,West Ham,Chelsea,2.8,3.5,3.0,3.4,3.4,2.7,3.6,3.2,3.2,4.1,2.9,2.9,98.0
Max,Melbourne,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1572,0,0,0,0,0,0,0,0.0,164,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2672,0,0,0,0,0,11,0,0,0,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Mendy,DEF,MCI,6300000,0,17,0.653846153846154,1.03785103785104e-07,2.6984126984127003e-06,0,111146,2,1,0,0,0,0,0,2.7,125,-2,0,17,2,0.0,0,0.0,1,0,2,0,1,0.3,87830,0,0,0,0,298,37,0,0,84,Leicester,Arsenal,Chelsea,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,3877,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1297,0,0,0,0,0,2,0,0,0,Man City,Stoke,Bournemouth,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
