FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,5009,0,0,0,0,0,0,0,0.0,109,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5440,0,0,0,0,0,54,0,0,0,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,279,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,103,0,15,0,0,0,6,0,0,0,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy,Gestede,FWD,MID,4800000,1,3,0.0434782608695652,9.05797101449275e-09,6.25e-07,0,1595,0,1,0,0,0,0,0,0.6,432,-2,2,3,2,0.2,0,1.0,0,0,0,0,0,0.0,3300,0,0,0,0,38,210,-2,0,7,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kieran,Gibbs,DEF,ARS,4700000,0,12,0.17391304347826098,3.70027752081406e-08,2.5531914893617e-06,0,22759,2,1,0,0,0,0,0,2.6,103,-3,0,12,3,0.0,0,0.0,0,0,1,0,1,0.5,6973,0,69,0,0,207,61,0,0,59,Chelsea,Hull City,Liverpool,Leicester,West Brom,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4900000,2,79,3.4,6.93877551020408e-07,1.61224489795918e-05,0,204229,3,26,0,0,0,1,0,16.1,15372,4,0,79,-4,0.6,0,2.7,9,0,7,0,0,9.4,538394,0,0,0,1,2070,8000,0,0,419,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,3.0,3.9,4.0,3.7,3.8,2.9,3.4,3.6,4.3,4.5,3.5,3.7,3.1,4.8,4.0
Darron,Gibson,MID,SUN,4300000,0,0,0.0,0.0,0.0,0,5827,0,0,0,0,0,0,0,0.0,97,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,3227,0,44,0,0,0,180,0,0,0,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier,Giroud,FWD,ARS,8500000,1,71,4.4,5.17647058823529e-07,8.35294117647059e-06,0,512704,1,6,0,0,0,7,0,8.2,205717,-5,2,71,5,0.3,0,2.7,12,0,3,0,4,5.6,665241,0,629,0,2,639,2550,-2,0,260,Chelsea,Hull City,Liverpool,Leicester,West Brom,0.0,6.2,0.0,5.1,6.4,4.7,5.5,5.5,5.3,4.7,6.4,4.1,4.8,4.9,5.0
Shay,Given,GLK,STK,4300000,0,13,0.18840579710144897,4.3815301651499804e-08,3.02325581395349e-06,0,23357,1,14,0,18,0,0,0,3.0,253,-2,0,13,2,0.0,0,0.0,3,0,0,0,0,0.5,20002,1,24,1,1,450,64,0,0,92,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,917,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,308,0,4,0,0,0,7,0,0,0,Chelsea,Hull City,Liverpool,Leicester,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4900000,3,66,2.9,5.91836734693878e-07,1.3469387755102e-05,0,85443,1,35,0,60,0,0,0,13.5,909,-1,0,66,1,0.8,0,3.7,4,0,4,0,0,1.7,33460,1,375,1,0,1987,1638,0,0,389,Burnley,Man Utd,West Ham,Southampton,Chelsea,3.6,2.0,3.8,4.0,2.3,3.1,3.1,3.5,2.2,2.9,2.7,3.8,1.7,2.2,3.0
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,1128,0,0,0,0,0,0,0,0.0,31,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,558,0,58,0,0,0,30,0,0,0,Hull City,Tottenham,Leicester,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1680,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,440,0,242,0,0,0,14,0,0,0,Man City,Leicester,Chelsea,Burnley,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynden,Gooch,MID,SUN,4200000,0,10,0.144927536231884,3.45065562456867e-08,2.38095238095238e-06,0,6798,3,5,0,0,0,0,0,2.4,198,-3,0,10,3,0.0,0,0.0,0,0,1,0,0,0.1,9158,0,0,0,0,323,272,0,0,38,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,0,35,0.507246376811594,1.0792476102374301e-07,7.4468085106383e-06,0,11159,4,17,0,0,0,2,0,7.4,226,-3,0,35,3,0.0,0,0.0,1,0,2,0,0,0.2,8067,0,331,0,0,838,30,0,0,157,Everton,Man City,West Brom,Man Utd,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Lewis,Grabban,FWD,BOU,4300000,0,6,2.0,4.65116279069767e-07,1.3953488372093e-06,0,218395,0,2,0,0,0,0,0,1.4,9315,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,4.0,189014,0,124,0,0,60,940,0,0,17,Everton,Man City,West Brom,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,4,0.0579710144927536,1.1594202898550701e-08,8e-07,0,13220,1,0,0,0,0,0,0,0.8,31,-5,0,4,5,0.0,0,0.0,0,0,0,0,0,0.1,1064,0,155,0,0,95,8,0,0,14,Everton,Man City,West Brom,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4400000,4,72,4.0,9.09090909090909e-07,1.63636363636364e-05,0,83360,1,21,0,60,0,0,0,16.4,6729,4,0,72,-4,0.7,0,3.0,7,0,6,0,0,8.4,410864,0,0,0,2,1620,9421,0,0,358,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,4.4,4.9,3.8,4.6,4.2,4.8,3.1,3.1,5.7,5.2,4.4,5.6,4.4,5.5,4.7
Andre,Gray,FWD,BUR,6200000,2,67,3.9,6.29032258064516e-07,1.08064516129032e-05,0,568361,2,18,0,0,0,6,0,10.8,18173,-3,0,67,3,0.6,0,4.0,8,0,5,0,2,5.5,352877,0,0,0,1,1336,7018,0,0,185,Watford,Chelsea,Hull City,Swansea,Liverpool,2.8,4.3,3.7,3.8,3.1,3.2,5.3,5.1,2.8,2.3,4.7,3.2,5.3,2.8,5.3
Demarai,Gray,MID,LEI,4800000,3,37,0.5362318840579711,1.1171497584541099e-07,7.70833333333333e-06,0,48892,1,10,0,0,0,1,0,7.7,489,-2,0,37,2,0.4,0,2.0,0,0,2,0,3,0.5,32916,0,57,0,0,591,176,0,0,130,Man Utd,Swansea,Liverpool,Hull City,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Kamil,Grosicki,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,45,0,0,0,0,0,0,0,0.0,45,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2717,0,0,0,0,0,2717,0,0,0,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marko,Grujic,MID,LIV,4300000,0,2,0.0289855072463768,6.74081563869228e-09,4.65116279069767e-07,0,27048,0,0,0,0,0,0,0,0.5,61,-7,0,2,7,0.0,0,0.0,0,0,0,0,0,0.2,2540,0,0,0,0,30,11,0,0,6,Hull City,Tottenham,Leicester,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,4900000,0,41,0.594202898550725,1.21265897663413e-07,8.36734693877551e-06,0,21866,0,17,0,0,0,1,0,8.4,98,-6,0,41,6,0.0,0,0.0,3,0,3,0,2,0.1,13456,0,0,0,1,922,23,0,0,162,Watford,Chelsea,Hull City,Swansea,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adlene,Guedioura,MID,MID,4300000,0,21,0.304347826086956,7.077856420626901e-08,4.88372093023256e-06,0,7132,2,19,0,0,0,0,0,4.9,70,-2,0,21,2,0.0,0,0.0,0,0,0,0,1,0.1,7134,0,56,0,0,721,132,0,0,107,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Idrissa,Gueye,MID,EVE,5000000,0,50,2.6,5.2e-07,1e-05,0,38108,6,17,0,0,0,0,0,10.0,354,0,0,50,0,0.0,0,0.0,7,0,5,0,2,0.3,35650,0,270,0,0,1665,110,0,0,332,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,2.4,1.8,3.4,1.3,2.2,3.1,1.3,1.8,3.1,3.3,1.3,1.9,1.8,2.9,1.3
Ilkay,Gundogan,MID,MCI,4900000,0,41,0.594202898550725,1.21265897663413e-07,8.36734693877551e-06,0,696173,0,8,0,0,0,3,0,8.4,1323,-6,0,41,6,0.0,0,0.0,2,0,3,0,1,1.6,699407,0,0,0,1,704,71,0,0,196,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Bradley,Guzan,GLK,MID,4300000,0,17,0.246376811594203,5.72969329288844e-08,3.9534883720930196e-06,0,26411,0,1,0,10,0,0,0,4.0,415,-2,0,17,2,0.0,0,0.0,1,0,2,0,0,0.5,13142,0,188,0,1,270,43,0,0,69,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4400000,0,0,0.0,0.0,0.0,0,331,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,306,0,0,0,0,0,5,0,0,0,Man Utd,Swansea,Liverpool,Hull City,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,73,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,124,0,0,0,0,0,13,0,0,0,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,173263,0,0,0,0,0,0,0,0.0,129,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.1,2619,0,360,0,0,0,26,0,0,0,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3269,0,0,0,0,0,0,0,0.0,44,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,257,0,31,0,0,0,1,0,0,0,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden,Hazard,MID,CHE,10100000,5,134,6.1,6.03960396039604e-07,1.32673267326733e-05,0,1512099,2,16,0,0,0,9,0,13.1,57441,1,1,134,-1,0.5,0,4.7,17,0,12,0,6,29.0,1823494,0,476,0,3,1824,9786,-1,0,505,Arsenal,Burnley,Swansea,West Ham,Watford,6.1,6.2,7.8,5.2,8.8,6.4,7.3,6.8,6.0,6.9,8.2,6.3,8.2,5.8,9.1
Tom,Heaton,GLK,BUR,5000000,9,102,4.9,9.8e-07,2.0399999999999998e-05,0,270620,1,29,0,99,0,0,0,20.4,2796,5,0,102,-5,1.5,0,7.3,18,0,6,0,0,18.7,789268,0,0,1,4,1890,36037,0,0,483,Watford,Chelsea,Hull City,Swansea,Liverpool,4.0,7.1,4.6,4.4,4.7,3.3,7.4,7.4,4.1,3.8,5.8,5.2,7.4,4.5,7.4
Jordan,Henderson,MID,LIV,6300000,1,69,3.1,4.92063492063492e-07,1.0952380952381e-05,0,101671,7,26,0,0,0,1,0,11.0,1364,-2,0,69,2,0.3,0,1.7,9,0,6,0,4,1.3,95982,0,250,0,0,1936,807,0,0,438,Hull City,Tottenham,Leicester,Arsenal,Burnley,3.1,2.7,2.5,2.1,4.1,1.8,3.1,3.1,2.3,2.0,2.7,2.8,3.1,1.7,3.1
Jeff,Hendrick,MID,BUR,5400000,3,48,2.5,4.62962962962963e-07,8.88888888888889e-06,0,4663,5,27,0,0,0,2,0,8.9,141,-1,0,48,1,0.5,0,2.7,1,0,5,0,0,0.1,6442,0,0,0,0,1611,115,0,0,161,Watford,Chelsea,Hull City,Swansea,Liverpool,1.4,2.0,1.6,1.2,1.2,1.5,2.3,2.4,1.3,1.2,2.4,1.2,2.4,1.2,2.0
Wayne,Hennessey,GLK,CRY,4300000,7,37,2.6,6.046511627906979e-07,8.6046511627907e-06,0,128181,1,24,0,43,0,0,0,8.6,1192,-2,0,37,2,0.9,0,4.0,1,0,2,0,0,2.4,55826,0,266,0,0,1260,4782,0,0,235,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,2.4,2.6,2.3,2.5,2.7,2.4,2.2,2.7,2.9,2.2,2.9,2.8,2.3,2.7,1.9
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,3920,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,633,0,0,0,0,0,9,0,0,0,Watford,Chelsea,Hull City,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markus,Henriksen,MID,HUL,4900000,0,16,0.23188405797101397,4.73232771369417e-08,3.26530612244898e-06,0,942,1,12,0,0,0,0,0,3.3,7,-6,0,16,6,0.0,0,0.0,0,0,0,0,0,0.0,944,0,0,0,0,572,3,0,0,64,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,1,40,3.1,5.254237288135589e-07,6.77966101694915e-06,0,134470,0,13,0,0,0,3,0,6.8,1586,-1,0,40,1,0.9,0,5.3,3,0,2,0,1,0.9,120100,0,0,0,1,849,1304,0,0,109,Liverpool,Arsenal,Burnley,Leicester,Swansea,3.7,2.7,4.2,2.9,3.9,2.2,3.5,3.2,2.9,2.7,3.5,2.6,4.2,3.0,3.5
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,19988,1,8,0,0,0,0,0,0.7,381,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.3,5898,0,0,0,0,327,7,0,0,50,Man Utd,Swansea,Liverpool,Hull City,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,6300000,3,54,2.7,4.28571428571429e-07,8.571428571428571e-06,0,43605,3,14,0,0,0,0,0,8.6,2409,-2,0,54,2,0.4,0,2.3,6,0,7,0,3,0.8,54212,0,307,0,0,1637,951,0,1,354,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,2.2,2.8,0.0,2.3,1.7,2.2,2.2,2.4,2.6,1.8,1.9,2.2,1.5,1.4,2.0
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,146,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,181,0,0,0,0,0,12,0,0,0,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,1041,0,0,0,0,0,0,0,0.0,57,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2459,0,0,0,0,0,37,0,0,0,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2075,0,0,0,0,0,0,0,0.0,39,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2719,0,0,0,0,0,73,0,0,0,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,12504,0,0,0,0,0,0,0,0.0,77,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1175,0,0,0,0,0,3,0,0,0,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4200000,0,30,0.43478260869565205,1.0351966873706e-07,7.142857142857139e-06,0,117503,1,12,0,0,0,0,0,7.1,2904,-3,0,30,3,0.4,0,1.7,0,0,5,0,0,1.8,76731,0,0,0,0,1034,5150,0,0,183,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4000000,0,7,0.101449275362319,2.5362318840579702e-08,1.75e-06,0,66942,1,5,0,0,0,0,0,1.8,391,-5,0,7,5,0.0,0,0.0,0,0,1,0,0,0.6,46331,0,0,0,0,270,280,0,0,61,Chelsea,Hull City,Liverpool,Leicester,West Brom,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jose,Holebas,DEF,WAT,4700000,0,59,2.8,5.95744680851064e-07,1.2553191489361699e-05,0,350703,10,37,0,0,0,2,0,12.6,7666,2,0,59,-2,0.4,0,2.0,6,0,4,0,3,4.1,486527,0,96,0,1,1829,2418,0,0,315,Burnley,Man Utd,West Ham,Southampton,Chelsea,3.4,1.9,3.7,3.8,2.2,2.9,2.9,3.4,2.1,2.8,2.6,3.6,1.6,2.1,2.9
Mason,Holgate,DEF,EVE,4200000,1,34,0.492753623188406,1.17322291235335e-07,8.09523809523809e-06,0,304640,2,3,0,0,0,0,0,8.1,6352,-3,-1,34,3,0.9,0,3.7,3,0,4,0,1,7.0,546718,0,0,0,0,609,13192,1,0,160,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,1,2,0.0289855072463768,6.44122383252818e-09,4.44444444444444e-07,0,144,1,2,0,0,0,0,0,0.4,2,0,0,2,0,0.2,0,0.7,0,0,0,0,0,0.0,192,0,0,0,0,109,6,0,0,20,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Huddlestone,MID,HUL,4600000,3,42,2.1,4.56521739130435e-07,9.13043478260869e-06,0,11087,2,26,0,0,0,0,0,9.1,209,-4,0,42,4,0.9,0,4.0,2,0,3,0,2,0.2,7568,0,0,0,0,1314,684,0,0,233,Liverpool,Arsenal,Burnley,Leicester,Swansea,1.1,1.0,2.4,1.3,1.6,1.1,1.2,1.7,1.0,1.2,2.0,1.0,2.5,1.3,1.5
Noor,Husin,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,44,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,60,0,0,0,0,0,0,0,0,0,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert,Huth,DEF,LEI,4900000,2,43,2.0,4.08163265306122e-07,8.77551020408163e-06,0,66011,6,33,0,0,0,0,0,8.8,863,-1,0,43,1,0.2,0,1.0,0,0,5,0,1,1.2,47374,1,453,0,0,1846,142,0,0,286,Man Utd,Swansea,Liverpool,Hull City,Arsenal,1.4,1.2,2.4,2.2,1.7,1.6,2.1,1.9,1.0,1.5,2.1,1.3,1.9,1.2,2.3
Emerson,Hyndman,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,1251,0,0,0,0,0,0,0,0.0,18,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,645,0,0,0,0,0,0,0,0,0,Everton,Man City,West Brom,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,1,26,0.37681159420289895,7.690032534753031e-08,5.30612244897959e-06,0,159940,0,15,0,0,0,0,0,5.3,447,-6,0,26,6,0.1,0,0.7,0,0,3,0,0,1.2,25636,0,184,0,0,810,54,0,0,110,Everton,Man City,West Brom,Man Utd,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11700000,2,134,6.1,5.21367521367521e-07,1.14529914529915e-05,0,2090732,5,20,0,0,0,14,0,11.5,79260,2,0,134,-2,0.3,0,3.7,24,0,8,0,5,42.4,2046072,0,0,0,5,1980,15729,0,0,446,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,7.4,8.4,0.0,8.7,7.5,7.6,8.5,7.8,7.5,7.0,6.9,8.1,7.7,6.7,7.9
Odion,Ighalo,FWD,WAT,6800000,0,39,2.2,3.23529411764706e-07,5.73529411764706e-06,0,328619,1,29,0,0,0,1,0,5.7,2882,-7,0,39,7,0.0,0,0.3,2,0,2,0,1,2.7,93828,0,709,0,0,1291,50,0,0,84,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelechi,Iheanacho,FWD,MCI,6100000,0,47,3.1,5.08196721311475e-07,7.70491803278689e-06,0,770064,0,8,0,0,0,4,0,7.7,3652,-9,0,47,9,0.0,0,0.3,6,0,1,0,3,2.5,752971,0,242,0,1,475,637,0,0,168,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,3.8,2.7,0.0,3.1,3.2,3.6,2.8,2.0,4.1,2.8,3.4,2.7,3.1,4.1,2.8
Giannelli,Imbula,MID,STK,4600000,0,23,0.33333333333333304,7.2463768115942e-08,5e-06,0,13489,1,20,0,0,0,0,0,5.0,73,-4,0,23,4,0.1,0,0.3,1,0,2,0,1,0.2,5338,1,194,0,0,790,11,0,0,124,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,23063,0,0,0,0,0,0,0,0.0,48,-6,0,0,6,0.0,0,0.0,0,0,0,0,0,0.2,3852,0,81,0,0,0,22,0,0,0,Hull City,Tottenham,Leicester,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gokhan,Inler,MID,LEI,4400000,0,0,0.0,0.0,0.0,0,9773,0,0,0,0,0,0,0,0.0,22,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3762,0,20,0,0,0,1,0,0,0,Man Utd,Swansea,Liverpool,Hull City,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen,Ireland,MID,STK,4400000,0,0,0.0,0.0,0.0,0,509,0,0,0,0,0,0,0,0.0,16,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,382,0,18,0,0,0,15,0,0,0,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lloyd,Isgrove,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,178,0,0,0,0,0,0,0,0.0,12,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,200,0,0,0,0,0,12,0,0,0,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
