FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Joshua,King,MID,BOU,5300000,2,82,3.4,6.41509433962264e-07,1.5471698113207503e-05,0,71785,1,37,0,0,0,6,0,15.5,4112,-2,0,82,2,1.1,0,5.7,3,0,5,0,1,1.7,108982,0,321,0,1,1665,13855,0,0,242,West Brom,Man Utd,West Ham,Swansea,Southampton,2.2,2.7,2.7,3.5,2.3,1.7,2.9,1.7,3.8,3.4,3.5,4.6,2.9
Stephen,Kingsley,DEF,SWA,3900000,0,19,0.253333333333333,6.495726495726499e-08,4.87179487179487e-06,0,448767,0,17,0,0,0,0,0,4.9,10319,-1,0,19,1,0.0,0,0.0,2,0,2,0,0,9.5,607089,0,75,0,1,765,10397,0,0,137,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jan,Kirchhoff,MID,SUN,4300000,0,12,0.16,3.72093023255814e-08,2.7906976744186e-06,0,3509,1,11,0,0,0,0,0,2.8,23,-2,0,12,2,0.0,0,0.0,0,0,0,0,1,0.0,1512,0,118,0,0,433,10,0,0,61,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ragnar,Klavan,DEF,LIV,4600000,1,32,2.5,5.43478260869565e-07,6.95652173913044e-06,0,77302,2,13,0,0,0,0,0,7.0,2473,-4,0,32,4,0.1,0,0.3,3,0,3,0,0,0.8,60904,0,0,0,0,955,286,0,0,212,Leicester,Arsenal,Burnley,Man City,Everton,1.3,3.1,2.9,1.8,2.5,3.0,2.1,2.0,2.7,1.6,3.0,2.5,2.5
Aleksandar,Kolarov,DEF,MCI,5800000,6,68,3.0,5.17241379310345e-07,1.17241379310345e-05,0,187139,6,23,0,0,0,1,0,11.7,9478,-2,0,68,2,0.8,0,4.7,3,0,6,0,1,3.1,91352,1,429,0,1,1995,730,0,0,409,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,2.3,3.5,4.0,3.4,2.6,3.6,3.0,3.7,2.7,3.3,2.9,2.4
Vincent,Kompany,DEF,MCI,5900000,0,3,0.04,6.7796610169491496e-09,5.084745762711859e-07,0,19617,1,1,0,0,0,0,0,0.5,446,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.4,6744,0,173,0,0,114,112,0,0,13,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arouna,Kone,FWD,EVE,5100000,0,3,0.04,7.84313725490196e-09,5.882352941176471e-07,0,68629,0,0,0,0,0,0,0,0.6,291,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.7,15029,0,289,0,0,46,202,0,0,9,Sunderland,Tottenham,West Brom,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamine,Kone,DEF,SUN,4400000,0,53,2.6,5.90909090909091e-07,1.2045454545454499e-05,0,90627,3,31,0,0,0,1,0,12.0,5170,-1,-1,53,1,1.7,0,7.3,5,0,4,0,0,2.0,77387,0,176,0,2,1733,5989,1,0,326,Everton,Man City,Burnley,Watford,Leicester,1.8,2.5,0.0,3.0,1.8,1.5,2.0,3.3,2.6,3.2,2.2,2.7,1.9
Dimitrios,Konstantopoulos,GLK,MID,4200000,0,0,0.0,0.0,0.0,0,6454,0,0,0,0,0,0,0,0.0,108,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1005,0,0,0,0,0,31,0,0,0,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent,Koscielny,DEF,ARS,6300000,8,105,4.4,6.98412698412698e-07,1.6666666666666698e-05,0,593306,3,24,0,0,0,2,0,16.7,84307,3,0,105,-3,0.5,0,3.3,19,0,8,0,1,15.2,875639,0,493,0,3,2133,3111,0,0,580,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,5.3,0.0,5.1,5.2,6.1,5.7,4.7,5.2,4.3,4.4,5.2,5.4
Cheikhou,Kouyate,MID,WHU,5000000,2,47,2.4,4.8e-07,9.4e-06,0,91818,1,31,0,0,0,0,0,9.4,191,-5,0,47,5,0.3,0,1.3,0,0,5,0,1,0.7,21808,0,498,0,0,1758,154,0,0,262,Watford,Chelsea,Bournemouth,Leicester,Hull City,1.9,1.6,1.4,2.6,2.1,1.2,1.9,2.1,2.0,1.5,1.9,1.4,1.5
Dusan,Kuciak,GLK,HUL,4000000,0,0,0.0,0.0,0.0,0,5736,0,0,0,0,0,0,0,0.0,450,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,7824,0,0,0,0,0,39,0,0,0,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,1070,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,880,0,0,0,0,0,6,0,0,0,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,22729,0,0,0,0,0,0,0,0.0,146,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,3116,0,0,0,0,0,7,0,0,0,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,7100000,3,116,1.5466666666666697,2.1784037558685397e-07,1.63380281690141e-05,0,1430181,2,26,0,0,0,7,0,16.3,48538,1,0,116,-1,0.3,0,2.3,13,0,6,0,7,15.7,1788053,0,416,0,3,1729,30803,0,0,440,Leicester,Arsenal,Burnley,Man City,Everton,0.8,0.8,1.6,0.8,1.1,1.0,0.8,0.8,0.9,0.8,1.0,0.8,1.1
Rickie,Lambert,FWD,WBA,5400000,0,1,1.0,1.85185185185185e-07,1.85185185185185e-07,0,8170,0,0,0,0,0,0,0,0.2,24,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,1365,0,72,0,0,13,16,0,0,3,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6600000,0,28,0.3733333333333329,5.6565656565656604e-08,4.24242424242424e-06,0,534330,1,2,0,0,0,1,0,4.2,1053,-4,0,28,4,0.0,1,0.0,4,0,4,0,1,3.4,302708,0,519,0,0,595,69,0,0,93,Stoke,Everton,Southampton,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Manuel,Lanzini,MID,WHU,6300000,13,84,1.12,1.77777777777778e-07,1.3333333333333301e-05,0,43461,5,32,0,0,0,5,0,13.3,2311,-2,0,84,2,0.8,0,5.0,12,0,5,0,3,1.2,85497,0,381,0,2,1538,28033,0,0,364,Watford,Chelsea,Bournemouth,Leicester,Hull City,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Sebastian,Larsson,MID,SUN,4700000,1,21,0.28,5.9574468085106395e-08,4.4680851063829805e-06,0,1744,3,18,0,0,0,0,0,4.5,114,-3,0,21,3,0.4,0,2.0,0,0,2,0,1,0.0,1679,0,58,0,0,815,24,0,0,106,Everton,Man City,Burnley,Watford,Leicester,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Grant,Leadbitter,MID,MID,4500000,0,15,0.2,4.444444444444441e-08,3.3333333333333304e-06,0,1376,0,2,0,0,0,1,0,3.3,59,-5,0,15,5,0.0,0,0.0,0,0,2,0,0,0.0,1479,0,0,0,0,234,21,0,0,51,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Michael,Ledger,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,215,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,446,0,0,0,0,0,28,0,0,0,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Ledley,MID,CRY,4400000,0,40,0.5333333333333329,1.2121212121212098e-07,9.09090909090909e-06,0,36868,1,26,0,0,0,1,0,9.1,567,-1,0,40,1,0.2,0,1.0,1,0,2,0,1,0.5,26939,0,121,0,0,1160,109,0,0,201,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Lee Chung-yong,MID,CRY,4200000,0,23,0.306666666666667,7.3015873015873e-08,5.47619047619048e-06,0,16458,0,10,0,0,0,0,0,5.3,281,-3,1,23,3,0.0,0,0.0,0,0,2,0,1,0.2,15413,0,56,0,0,437,942,-1,0,100,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jonathan,Leko,MID,WBA,4200000,0,9,0.12,2.85714285714286e-08,2.1428571428571398e-06,0,43468,0,2,0,0,0,0,0,2.1,1515,-3,0,9,3,0.0,0,0.0,0,0,0,0,1,0.6,49159,0,28,0,0,95,453,0,0,33,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0.0,0.0,0.0,0,75200,0,0,0,0,0,0,0,0.0,2162,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.4,71609,0,0,0,0,0,560,0,0,0,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Lennon,MID,EVE,5500000,1,22,0.293333333333333,5.33333333333333e-08,4e-06,0,14156,0,5,0,0,0,0,0,4.0,113,-5,0,22,5,0.1,0,0.3,0,0,2,0,1,0.2,3846,0,278,0,0,509,58,0,0,104,Sunderland,Tottenham,West Brom,Hull City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jeremain,Lens,MID,SUN,5900000,0,2,1.0,1.6949152542372902e-07,3.3898305084745803e-07,0,2533,0,1,0,0,0,0,0,0.3,7,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,227,0,180,0,0,69,10,0,0,12,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joleon,Lescott,DEF,SUN,4000000,0,1,0.0133333333333333,3.33333333333333e-09,2.5e-07,0,1380,0,0,0,0,0,0,0,0.3,691,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.2,9671,0,0,0,0,34,1033,0,0,5,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Lewis,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,273,0,0,0,0,0,0,0,0.0,43,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,739,0,0,0,0,0,65,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5600000,1,29,0.3866666666666671,6.9047619047619e-08,5.17857142857143e-06,0,48992,1,7,0,0,0,0,0,5.2,445,-4,0,29,4,0.1,0,0.3,0,0,4,0,2,0.4,19358,0,318,0,0,653,92,0,0,120,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jake,Livermore,MID,WBA,4800000,2,52,2.2,4.58333333333333e-07,1.0833333333333301e-05,0,8516,3,43,0,0,0,1,0,10.8,241,-2,0,52,2,0.4,0,1.7,2,0,3,0,1,0.1,7615,0,0,0,0,1868,131,0,1,330,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,1.8,1.6,1.1,1.3,1.3,1.5,1.8,1.3,1.1,2.4,1.2,1.5,1.3
Fernando,Llorente,FWD,SWA,6200000,2,84,3.8,6.12903225806452e-07,1.3548387096774199e-05,0,439978,2,41,0,0,0,8,0,13.5,25314,-3,0,84,3,0.3,0,1.7,10,0,3,0,2,4.8,513628,0,0,0,3,1599,21922,0,0,295,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,2.9,5.4,4.5,4.0,4.2,4.7,4.1,3.8,4.4,3.6,4.1,4.3,4.5
Hugo,Lloris,GLK,TOT,5500000,3,87,4.0,7.27272727272727e-07,1.58181818181818e-05,0,305773,0,17,0,49,0,0,0,15.8,4270,0,0,87,0,0.5,0,3.0,2,0,9,0,0,7.3,254511,0,419,0,0,1924,13027,0,0,403,Stoke,Everton,Southampton,Burnley,Swansea,5.7,5.2,0.0,5.9,2.5,3.6,5.1,5.9,2.5,6.0,4.4,4.2,3.7
Ruben,Loftus-Cheek,MID,CHE,5000000,0,2,0.0266666666666667,5.333333333333329e-09,4e-07,0,3973,0,0,0,0,0,0,0,0.4,14,-5,0,2,5,0.0,0,0.0,0,0,0,0,0,0.1,416,0,68,0,0,16,7,0,0,7,Swansea,West Ham,Stoke,Crystal Palace,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Long,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,33451,0,0,0,0,0,0,0,0.0,179,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,5307,0,0,0,0,0,128,0,0,0,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,5478,0,0,0,0,0,0,0,0.0,216,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7502,0,0,0,0,0,50,0,0,0,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,6100000,5,42,2.0,3.2786885245901605e-07,6.885245901639341e-06,0,474321,2,15,0,0,0,3,0,6.9,4995,-4,0,42,4,0.7,0,4.3,2,0,1,0,1,3.2,93275,0,435,0,0,797,4648,0,0,142,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,1.2,0.0,1.0,2.0,1.7,1.1,1.8,1.0,2.3,1.3,1.2,1.8
Ademola,Lookman,MID,EVE,5400000,3,13,0.17333333333333303,3.20987654320988e-08,2.40740740740741e-06,0,2661,0,2,0,0,0,1,0,2.4,481,-1,0,13,1,0.4,0,2.0,0,0,1,0,0,0.1,8198,0,0,0,0,184,2262,0,0,32,Sunderland,Tottenham,West Brom,Hull City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Donald,Love,DEF,SUN,4000000,0,19,0.253333333333333,6.33333333333333e-08,4.75e-06,0,171001,1,10,0,0,0,0,0,4.8,9363,0,0,19,0,0.0,0,0.0,1,0,1,0,1,4.6,315588,0,3,0,0,521,1099,0,0,119,Everton,Man City,Burnley,Watford,Leicester,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dejan,Lovren,DEF,LIV,4900000,0,69,3.5,7.142857142857141e-07,1.40816326530612e-05,0,379085,5,25,0,0,0,2,0,14.1,30570,-1,0,69,1,0.1,0,0.7,4,0,6,0,1,4.7,431650,0,248,0,0,1755,1154,0,0,397,Leicester,Arsenal,Burnley,Man City,Everton,0.0,4.9,4.6,3.1,4.1,4.8,3.5,3.4,4.4,2.8,4.8,4.1,4.1
Matthew,Lowton,DEF,BUR,4500000,1,53,2.3,5.11111111111111e-07,1.1777777777777802e-05,0,31739,8,34,0,0,0,0,0,11.8,513,0,0,53,0,0.5,0,2.3,4,0,5,0,1,0.6,38526,0,0,0,0,2070,668,0,0,386,Hull City,Swansea,Liverpool,Sunderland,Tottenham,1.3,1.3,1.6,1.2,2.9,2.8,1.2,1.2,1.9,1.7,2.9,1.5,3.0
Leiva,Lucas,MID,LIV,4400000,3,17,0.226666666666667,5.151515151515151e-08,3.86363636363636e-06,0,10507,1,9,0,0,0,0,0,3.9,334,-1,0,17,1,0.4,0,1.7,0,0,1,0,0,0.2,9975,0,253,0,0,480,137,0,0,88,Leicester,Arsenal,Burnley,Man City,Everton,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0.0,0.0,0.0,0,5401,0,0,0,0,0,0,0,0.0,116,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,5850,0,0,0,0,0,134,0,0,0,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,EVE,9900000,2,142,5.9,5.959595959595961e-07,1.4343434343434301e-05,0,1522995,3,25,0,0,0,16,0,14.3,37625,9,-1,142,-9,0.8,0,8.3,22,0,8,0,4,36.1,2646850,0,754,0,3,2096,269406,1,0,538,Sunderland,Tottenham,West Brom,Hull City,Liverpool,8.7,5.7,8.5,8.8,6.8,6.5,8.9,8.9,7.1,7.2,7.2,8.6,6.5
Shaun,MacDonald,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,4073,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,355,0,3,0,0,0,7,0,0,0,West Brom,Man Utd,West Ham,Swansea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0.0,0.0,0.0,0,839,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,701,0,0,0,0,0,5,0,0,0,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,HUL,4400000,1,33,1.8,4.09090909090909e-07,7.499999999999999e-06,0,2835,4,34,0,0,0,0,0,7.5,434,-1,0,33,1,0.9,0,4.0,0,0,2,0,3,0.5,22472,0,0,0,0,1368,10807,0,0,280,Burnley,Leicester,Swansea,Everton,West Ham,1.8,0.9,1.5,0.9,2.0,1.5,1.1,1.2,1.5,1.2,1.4,1.4,1.9
Riyad,Mahrez,MID,LEI,8900000,2,71,3.1,3.48314606741573e-07,7.97752808988764e-06,0,867676,3,32,0,0,0,3,0,8.0,2243,-6,0,71,6,0.2,1,2.0,4,0,5,0,3,8.0,124344,0,994,0,0,1778,716,0,0,261,Liverpool,Hull City,West Ham,Stoke,Sunderland,2.4,4.1,0.0,1.6,3.2,4.1,1.9,2.3,3.1,1.7,3.9,1.7,3.2
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0133333333333333,2.96296296296296e-09,2.22222222222222e-07,0,108,0,0,0,0,0,0,0,0.2,9,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,115,0,0,0,0,2,5,0,0,5,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Maja,FWD,SUN,4500000,0,0,0.0,0.0,0.0,0,985,0,0,0,0,0,0,0,0.0,123,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1739,0,0,0,0,0,233,0,0,0,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun,Maloney,MID,HUL,4300000,0,15,0.2,4.65116279069767e-08,3.4883720930232598e-06,0,87894,0,5,0,0,0,1,0,3.5,462,-2,0,15,2,0.0,0,0.0,2,0,0,0,1,0.6,89392,0,0,0,1,151,130,0,0,55,Burnley,Leicester,Swansea,Everton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steve,Mandanda,GLK,CRY,4200000,0,19,0.253333333333333,6.03174603174603e-08,4.52380952380952e-06,0,136330,0,17,0,24,0,0,0,4.5,1648,-3,0,19,3,0.0,0,0.0,0,0,0,0,0,2.0,43134,0,0,0,0,810,118,0,0,120,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sadio,Mane,MID,LIV,9400000,16,132,6.0,6.382978723404259e-07,1.40425531914894e-05,0,1251897,3,19,0,0,0,11,0,14.3,2857,4,-3,132,-4,0.7,0,6.3,11,0,8,0,6,17.5,1365105,0,635,0,3,1851,362022,3,0,421,Leicester,Arsenal,Burnley,Man City,Everton,6.7,6.4,9.0,5.3,8.1,7.9,5.9,5.3,7.4,6.9,7.9,4.9,8.3
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0.0,0.0,0.0,0,20694,0,0,0,0,0,0,0,0.0,50,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,1014,0,235,0,0,0,26,0,0,0,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander,Manninger,GLK,LIV,4000000,0,0,0.0,0.0,0.0,0,7770,0,0,0,0,0,0,0,0.0,255,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,10508,0,0,0,0,0,109,0,0,0,Leicester,Arsenal,Burnley,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vito,Mannone,GLK,SUN,4300000,1,34,0.4533333333333329,1.0542635658914699e-07,7.906976744186051e-06,0,41486,0,19,0,41,0,0,0,7.9,1702,-2,0,34,2,1.6,0,6.7,6,0,2,0,0,0.9,31759,0,210,0,1,810,1356,0,0,187,Everton,Man City,Burnley,Watford,Leicester,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Javier,Manquillo,DEF,SUN,4300000,0,18,0.24,5.58139534883721e-08,4.18604651162791e-06,0,2332,2,13,0,0,0,0,0,4.2,39,-2,0,18,2,0.4,0,1.7,0,0,1,0,0,0.0,2500,0,0,0,0,758,25,0,0,87,Everton,Man City,Burnley,Watford,Leicester,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Marc Wilson,DEF,WBA,3900000,0,0,0.0,0.0,0.0,0,78702,0,0,0,0,0,0,0,0.0,2627,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.2,99059,0,14,0,0,0,2723,0,0,0,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,16282,0,0,0,0,0,0,0,0.0,240,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,22421,0,0,0,0,0,71,0,0,0,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazar,Markovic,MID,HUL,5400000,2,4,0.0533333333333333,9.87654320987654e-09,7.407407407407409e-07,0,3815,1,2,0,0,0,0,0,0.7,305,-1,0,4,1,0.2,0,1.3,0,0,1,0,0,0.3,10246,0,0,0,0,180,7902,0,0,21,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Marney,MID,BUR,4400000,0,51,2.4,5.454545454545451e-07,1.1590909090909101e-05,0,63492,7,28,0,0,0,1,0,11.6,1759,-1,0,51,1,0.0,0,0.0,1,0,5,0,2,0.5,68500,0,0,0,0,1764,48,0,0,239,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,2.3,1.2,1.2,2.1,1.2,2.3,1.2,1.8
David,Marshall,GLK,HUL,4500000,0,31,2.1,4.66666666666667e-07,6.88888888888889e-06,0,5741,0,37,0,56,0,0,0,6.9,206,0,0,31,0,0.0,0,0.0,0,0,0,0,0,0.1,7381,1,0,0,0,1350,86,0,0,239,Burnley,Leicester,Swansea,Everton,West Ham,2.3,1.0,2.0,1.2,2.5,1.9,1.4,1.6,1.9,1.6,1.8,1.8,2.3
Anthony,Martial,MID,MUN,9200000,12,60,0.8,8.69565217391304e-08,6.52173913043478e-06,0,295532,0,7,0,0,0,3,0,6.5,624,-3,0,60,3,0.4,0,4.0,6,0,5,0,4,2.4,103020,0,593,0,2,787,1138,0,0,189,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Cuco,Martina,DEF,SOU,4300000,0,31,0.4133333333333329,9.612403100775189e-08,7.209302325581401e-06,0,49763,0,6,0,0,0,0,0,7.2,1827,-2,0,31,2,0.0,0,0.0,5,0,3,0,0,0.5,61250,0,203,0,0,592,91,0,0,140,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bruno,Martins Indi,DEF,STK,4900000,9,75,3.4,6.93877551020408e-07,1.5306122448979598e-05,0,22214,1,30,0,0,0,1,0,15.3,1013,-1,0,75,1,0.8,0,4.0,8,0,7,0,0,0.7,45596,0,0,0,1,1980,2436,0,0,409,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,2.8,3.9,3.1,4.0,2.3,2.3,4.9,4.4,3.3,4.7,3.5,4.6,3.4
